,Item Name,Sale Date,Quantity,Item Total,y,days,dy,month,real_month
243,1.3 oz Mini Pringles Labels - Digital Collage Layered Template - (T102),2019-10-02,1.0,2.0,2019.0,1734.0,4.0,58.0,10.0
4,Popcorn Box - Digital Collage Layered Template - (T017),2019-10-02,1.0,2.0,2019.0,1734.0,4.0,58.0,10.0
242,1.3 oz Mini Pringles Labels - Digital Collage Layered Template - (T102),2019-10-03,1.0,2.0,2019.0,1735.0,4.0,58.0,10.0
909,Baby Onesie Tags - Digital Collage Layered Template - (T081),2019-10-03,1.0,2.0,2019.0,1735.0,4.0,58.0,10.0
183,Candy Bar Wrappers - Digital Collage Layered Template - (T014),2019-10-04,1.0,2.0,2019.0,1736.0,4.0,58.0,10.0
97,Plants vs Zombies Printable Party Bingo Game - 20 game cards,2019-10-04,1.0,5.0,2019.0,1736.0,4.0,58.0,10.0
216,Party Hat - Digital Collage Layered Template - (T058),2019-10-05,1.0,2.0,2019.0,1737.0,4.0,58.0,10.0
182,Candy Bar Wrappers - Digital Collage Layered Template - (T014),2019-10-06,1.0,2.0,2019.0,1738.0,4.0,58.0,10.0
1235,Construction Digital Clipart - 60 files - Scrapbooking Elements - Instant Download (SET3),2019-10-07,1.0,4.0,2019.0,1739.0,4.0,58.0,10.0
1285,Plants vs Zombies Mini Candy Bar Wrappers Printable,2019-10-08,1.0,2.0,2019.0,1740.0,4.0,58.0,10.0
948,Plants vs Zombies Bottle Labels Printable,2019-10-08,1.0,3.0,2019.0,1740.0,4.0,58.0,10.0
181,Candy Bar Wrappers - Digital Collage Layered Template - (T014),2019-10-09,1.0,2.0,2019.0,1741.0,4.0,58.0,10.0
873,Treat Bag Toppers - Digital Collage Sheet Layered Template - (T001),2019-10-09,1.0,2.0,2019.0,1741.0,4.0,58.0,10.0
441,"Postcards Back - 4x6"" and 5x7"" - (T099)",2019-10-10,1.0,2.0,2019.0,1742.0,4.0,58.0,10.0
241,1.3 oz Mini Pringles Labels - Digital Collage Layered Template - (T102),2019-10-10,1.0,2.0,2019.0,1742.0,4.0,58.0,10.0
3,Popcorn Box - Digital Collage Layered Template - (T017),2019-10-12,1.0,2.0,2019.0,1744.0,4.0,58.0,10.0
927,Fairy Lights Digital Clipart - String Lights - 36 files - Scrapbooking Elements - Instant Download (T111),2019-10-12,1.0,3.0,2019.0,1744.0,4.0,58.0,10.0
180,Candy Bar Wrappers - Digital Collage Layered Template - (T014),2019-10-13,1.0,2.0,2019.0,1745.0,4.0,58.0,10.0
608,"2021 Calendar template 8.5""x11"" (C23) JPG and PNG - personal or commercial use",2019-10-13,1.0,5.0,2019.0,1745.0,4.0,58.0,10.0
1215,Closet Rod Dividers - Digital Collage Sheet Layered Template - (T077),2019-10-14,1.0,2.0,2019.0,1746.0,4.0,58.0,10.0
35,Disney Cars Lightning McQueen Printable Birthday Party Bingo Game - 20 game cards,2019-10-14,1.0,5.0,2019.0,1746.0,4.0,58.0,10.0
179,Candy Bar Wrappers - Digital Collage Layered Template - (T014),2019-10-16,1.0,2.0,2019.0,1748.0,4.0,58.0,10.0
96,Plants vs Zombies Printable Party Bingo Game - 20 game cards,2019-10-17,1.0,5.0,2019.0,1749.0,4.0,58.0,10.0
178,Candy Bar Wrappers - Digital Collage Layered Template - (T014),2019-10-17,1.0,2.0,2019.0,1749.0,4.0,58.0,10.0
1261,Printable Floral Gift Certificate - 3 sizes - INSTANT DOWNLOAD,2019-10-18,1.0,3.5,2019.0,1750.0,4.0,58.0,10.0
426,Construction Digital Paper Pack - 40 files - 12x12 Scrapbooking Paper - Instant Download (SET4),2019-10-19,1.0,4.0,2019.0,1751.0,4.0,58.0,10.0
147,Minions Despicable Me Printable Birthday Party Bingo Game - 20 game cards,2019-10-21,1.0,5.0,2019.0,1753.0,4.0,58.0,10.0
1281,Printable Eucalyptus Floral Gift Certificate - 2 designs - 3 sizes,2019-10-21,1.0,3.5,2019.0,1753.0,4.0,58.0,10.0
397,Mini Candy Bar Wrappers - Digital Collage Sheet Layered Template - (T013),2019-10-21,1.0,2.0,2019.0,1753.0,4.0,58.0,10.0
177,Candy Bar Wrappers - Digital Collage Layered Template - (T014),2019-10-21,1.0,2.0,2019.0,1753.0,4.0,58.0,10.0
607,"2021 Calendar template 8.5""x11"" (C23) JPG and PNG - personal or commercial use",2019-10-22,1.0,5.0,2019.0,1754.0,4.0,58.0,10.0
146,Minions Despicable Me Printable Birthday Party Bingo Game - 20 game cards,2019-10-23,1.0,5.0,2019.0,1755.0,4.0,58.0,10.0
908,Baby Onesie Tags - Digital Collage Layered Template - (T081),2019-10-24,1.0,2.0,2019.0,1756.0,4.0,58.0,10.0
95,Plants vs Zombies Printable Party Bingo Game - 20 game cards,2019-10-24,1.0,5.0,2019.0,1756.0,4.0,58.0,10.0
176,Candy Bar Wrappers - Digital Collage Layered Template - (T014),2019-10-26,1.0,2.0,2019.0,1758.0,4.0,58.0,10.0
566,Tic Tac Label Set - Digital Collage Sheet Layered Template - (T059),2019-10-27,1.0,2.0,2019.0,1759.0,4.0,58.0,10.0
94,Plants vs Zombies Printable Party Bingo Game - 20 game cards,2019-10-28,1.0,5.0,2019.0,1760.0,4.0,58.0,10.0
240,1.3 oz Mini Pringles Labels - Digital Collage Layered Template - (T102),2019-10-29,1.0,2.0,2019.0,1761.0,4.0,58.0,10.0
662,"2"" Cupcake Toppers - Digital Collage Sheet Layered Template - (T048)",2019-10-30,1.0,2.0,2019.0,1762.0,4.0,58.0,10.0
239,1.3 oz Mini Pringles Labels - Digital Collage Layered Template - (T102),2019-11-02,1.0,2.0,2019.0,1765.0,4.0,59.0,11.0
93,Plants vs Zombies Printable Party Bingo Game - 20 game cards,2019-11-02,1.0,5.0,2019.0,1765.0,4.0,59.0,11.0
396,Mini Candy Bar Wrappers - Digital Collage Sheet Layered Template - (T013),2019-11-03,1.0,2.0,2019.0,1766.0,4.0,59.0,11.0
175,Candy Bar Wrappers - Digital Collage Layered Template - (T014),2019-11-04,1.0,2.0,2019.0,1767.0,4.0,59.0,11.0
907,Baby Onesie Tags - Digital Collage Layered Template - (T081),2019-11-05,1.0,2.0,2019.0,1768.0,4.0,59.0,11.0
1138,Water Bottle Labels - Digital Collage Sheet Layered Template - (T008),2019-11-06,1.0,2.0,2019.0,1769.0,4.0,59.0,11.0
238,1.3 oz Mini Pringles Labels - Digital Collage Layered Template - (T102),2019-11-10,1.0,2.0,2019.0,1773.0,4.0,59.0,11.0
565,Tic Tac Label Set - Digital Collage Sheet Layered Template - (T059),2019-11-10,1.0,2.0,2019.0,1773.0,4.0,59.0,11.0
440,"Postcards Back - 4x6"" and 5x7"" - (T099)",2019-11-11,1.0,2.0,2019.0,1774.0,4.0,59.0,11.0
1260,Printable Floral Gift Certificate - 3 sizes - INSTANT DOWNLOAD,2019-11-11,1.0,3.5,2019.0,1774.0,4.0,59.0,11.0
906,Baby Onesie Tags - Digital Collage Layered Template - (T081),2019-11-13,1.0,2.0,2019.0,1776.0,4.0,59.0,11.0
92,Plants vs Zombies Printable Party Bingo Game - 20 game cards,2019-11-13,1.0,5.0,2019.0,1776.0,4.0,59.0,11.0
174,Candy Bar Wrappers - Digital Collage Layered Template - (T014),2019-11-14,1.0,2.0,2019.0,1777.0,4.0,59.0,11.0
34,Disney Cars Lightning McQueen Printable Birthday Party Bingo Game - 20 game cards,2019-11-14,1.0,5.0,2019.0,1777.0,4.0,59.0,11.0
91,Plants vs Zombies Printable Party Bingo Game - 20 game cards,2019-11-15,1.0,5.0,2019.0,1778.0,4.0,59.0,11.0
237,1.3 oz Mini Pringles Labels - Digital Collage Layered Template - (T102),2019-11-15,1.0,2.0,2019.0,1778.0,4.0,59.0,11.0
395,Mini Candy Bar Wrappers - Digital Collage Sheet Layered Template - (T013),2019-11-15,1.0,2.0,2019.0,1778.0,4.0,59.0,11.0
2,Popcorn Box - Digital Collage Layered Template - (T017),2019-11-15,1.0,2.0,2019.0,1778.0,4.0,59.0,11.0
1137,Water Bottle Labels - Digital Collage Sheet Layered Template - (T008),2019-11-15,1.0,2.0,2019.0,1778.0,4.0,59.0,11.0
173,Candy Bar Wrappers - Digital Collage Layered Template - (T014),2019-11-15,1.0,2.0,2019.0,1778.0,4.0,59.0,11.0
661,"2"" Cupcake Toppers - Digital Collage Sheet Layered Template - (T048)",2019-11-15,1.0,2.0,2019.0,1778.0,4.0,59.0,11.0
872,Treat Bag Toppers - Digital Collage Sheet Layered Template - (T001),2019-11-15,1.0,2.0,2019.0,1778.0,4.0,59.0,11.0
215,Party Hat - Digital Collage Layered Template - (T058),2019-11-15,1.0,2.0,2019.0,1778.0,4.0,59.0,11.0
236,1.3 oz Mini Pringles Labels - Digital Collage Layered Template - (T102),2019-11-17,1.0,2.0,2019.0,1780.0,4.0,59.0,11.0
235,1.3 oz Mini Pringles Labels - Digital Collage Layered Template - (T102),2019-11-18,1.0,2.0,2019.0,1781.0,4.0,59.0,11.0
172,Candy Bar Wrappers - Digital Collage Layered Template - (T014),2019-11-19,1.0,2.0,2019.0,1782.0,4.0,59.0,11.0
33,Disney Cars Lightning McQueen Printable Birthday Party Bingo Game - 20 game cards,2019-11-20,1.0,5.0,2019.0,1783.0,4.0,59.0,11.0
606,"2021 Calendar template 8.5""x11"" (C23) JPG and PNG - personal or commercial use",2019-11-20,1.0,5.0,2019.0,1783.0,4.0,59.0,11.0
32,Disney Cars Lightning McQueen Printable Birthday Party Bingo Game - 20 game cards,2019-11-21,1.0,5.0,2019.0,1784.0,4.0,59.0,11.0
171,Candy Bar Wrappers - Digital Collage Layered Template - (T014),2019-11-24,1.0,2.0,2019.0,1787.0,4.0,59.0,11.0
605,"2021 Calendar template 8.5""x11"" (C23) JPG and PNG - personal or commercial use",2019-11-24,1.0,5.0,2019.0,1787.0,4.0,59.0,11.0
31,Disney Cars Lightning McQueen Printable Birthday Party Bingo Game - 20 game cards,2019-11-26,1.0,5.0,2019.0,1789.0,4.0,59.0,11.0
926,Fairy Lights Digital Clipart - String Lights - 36 files - Scrapbooking Elements - Instant Download (T111),2019-11-27,1.0,3.0,2019.0,1790.0,4.0,59.0,11.0
30,Disney Cars Lightning McQueen Printable Birthday Party Bingo Game - 20 game cards,2019-11-27,1.0,5.0,2019.0,1790.0,4.0,59.0,11.0
234,1.3 oz Mini Pringles Labels - Digital Collage Layered Template - (T102),2019-11-28,1.0,2.0,2019.0,1791.0,4.0,59.0,11.0
90,Plants vs Zombies Printable Party Bingo Game - 20 game cards,2019-11-29,1.0,5.0,2019.0,1792.0,4.0,59.0,11.0
439,"Postcards Back - 4x6"" and 5x7"" - (T099)",2019-11-29,1.0,2.0,2019.0,1792.0,4.0,59.0,11.0
438,"Postcards Back - 4x6"" and 5x7"" - (T099)",2019-11-30,1.0,2.0,2019.0,1793.0,4.0,59.0,11.0
145,Minions Despicable Me Printable Birthday Party Bingo Game - 20 game cards,2019-11-30,1.0,5.0,2019.0,1793.0,4.0,59.0,11.0
1,Popcorn Box - Digital Collage Layered Template - (T017),2019-12-03,1.0,2.0,2019.0,1796.0,4.0,60.0,12.0
604,"2021 Calendar template 8.5""x11"" (C23) JPG and PNG - personal or commercial use",2019-12-06,1.0,5.0,2019.0,1799.0,4.0,60.0,12.0
603,"2021 Calendar template 8.5""x11"" (C23) JPG and PNG - personal or commercial use",2019-12-06,1.0,5.0,2019.0,1799.0,4.0,60.0,12.0
602,"2021 Calendar template 8.5""x11"" (C23) JPG and PNG - personal or commercial use",2019-12-08,1.0,5.0,2019.0,1801.0,4.0,60.0,12.0
170,Candy Bar Wrappers - Digital Collage Layered Template - (T014),2019-12-17,1.0,2.0,2019.0,1810.0,4.0,60.0,12.0
233,1.3 oz Mini Pringles Labels - Digital Collage Layered Template - (T102),2019-12-18,1.0,2.0,2019.0,1811.0,4.0,60.0,12.0
660,"2"" Cupcake Toppers - Digital Collage Sheet Layered Template - (T048)",2019-12-23,1.0,2.0,2019.0,1816.0,4.0,60.0,12.0
394,Mini Candy Bar Wrappers - Digital Collage Sheet Layered Template - (T013),2019-12-30,1.0,2.0,2019.0,1823.0,4.0,60.0,12.0
41,"Foldable cards 5""x7"" and 4""x6"" - L and A4- Vertical and Horizontal - Digital Layered Template - (T114)",,,,,,,,
213,"Reading Planner, Printable Reading Journal, Planner Pages, Book Lover's Printable, Reading Tracker, Book Planner, Book Review, Book Tracker",,,,,,,,
283,Cards and Envelopes - Digital Collage Layered Template - (T024),,,,,,,,
403,"2021 Bookmarks Calendar, Printable Planner Calendar, Full year Calendar, Editable bookmarks",,,,,,,,
588,2021 (and 2020) digital PNG calendar - 12 fonts - Black and White - monthly calendar - transparent background,,,,,,,,
897,"Foldable cards 4""x4"" - Vertical and Horizontal - Digital Layered Template - (T115)",,,,,,,,
903,"Slimline card 8.5""x3.5"" - Digital Layered Template - (T118)",,,,,,,,
937,"2021 Printable calendar 5""x7"", Monthly calendar digital download, Desk calendar, Flower calendar, Monthly planner inserts, Floral calendar",,,,,,,,
1153,"2021 (and 2020) Calendar templates 4""x6"" - 12 fonts - Monday and Sunday Start - personal or commercial use",,,,,,,,
1154,2021 (and 2020) CD Case Calendar templates PNG and JPG (C15) - 3 fonts - personal or commercial use,,,,,,,,
1155,"Printable Christmas Tree Card, Printable Holiday Card, Watercolor Christmas Card, NewYear Printable Card, Digital Card 4x6"" and 5x7""",,,,,,,,
1156,"2021 (and 2020) Monthly PSD Calendar template 4""x6"" (C16) - personal or commercial use",,,,,,,,
1167,"2021 (and 2020) Monthly PSD Calendar template 5""x7"" - Vertical - Fully editable (C07) - personal or commercial use",,,,,,,,
1219,"Printable Christmas Card, Printable Holiday Card, Watercolor Christmas Card, NewYear Printable Card, Digital Card 4x6"" and 5x7""",,,,,,,,
1251,Ticket Invitations - Digital Collage Layered Template - (T005),,,,,,,,
1277,"2021 Printable calendar 5""x7"", Monthly calendar digital download, Desk calendar, Scandi calendar, Monthly planner inserts, North nature",,,,,,,,
1278,"2021 Monthly PSD Calendar template 5""x7"" - Horizontal - Fully editable (C10) - personal or commercial use",,,,,,,,
